tweet_id	tweet_text	class_label	text_length	hashtags	mentions	text_length_category	class_label_encoded	hashtags_frequency	hashtags_sentiment	hashtags_topics
20130	<s>When I'm President of the United States we're going to have a governors' council and we're going to work directly with the governors to get power back to the people and back to the states.</s>	No	188			100+	0	0	0.0	0
12116	<s>It empowers people, it trusts people, it makes -- and it's a practical way to encourage people to purchase health care insurance.</s>	No	131			100+	0	0	0.0	0
28271	<s>And the consequence is that federal portion or federal money will go to the parent, so the parent can go to a tutoring program or another public school or another private school.</s>	Yes	180			100+	1	0	0.0	0
26207	<s>Now all you got that tax cut, congratulations.</s>	No	48			41-50	0	0	0.0	0
30132	<s>And believe me, you were the ones that took out the troops.</s>	Yes	61			61-70	1	0	0.0	0
7271	<s>But I'll never fail to protect the United States of America.</s>	No	60			51-60	0	0	0.0	0
27874	<s>...because the private sector's not going to invest in a...</s>	No	59			51-60	0	0	0.0	0
25524	<s>What explains this administration cozying up to the Argentine dictators after they took over?</s>	No	93			91-100	0	0	0.0	0
404	<s>Let's talk about housing which the question was.</s>	No	48			41-50	0	0	0.0	0
6806	<s>It made a lot of sense.</s>	No	23			21-30	0	0	0.0	0
14433	<s>And I cannot let that stand, because it isn't true.</s>	No	53			51-60	0	0	0.0	0
19416	<s>I think we all do.</s>	No	18			11-20	0	0	0.0	0
28042	<s>One of the best in advancing all kinds of benefits for children to grow up healthy and strong.</s>	Yes	94			91-100	1	0	0.0	0
27244	<s>And when it comes to our economy here at home, I know what it takes to create 12 million new jobs and rising take-home pay.</s>	No	125			100+	0	0	0.0	0
5822	<s>And, in fact, afterwards, Congressman Lewis put out a similar statement, saying that he had probably gone over the line.</s>	Yes	122			100+	1	0	0.0	0
26912	<s>Our hearts and -- and minds go out to them.</s>	No	43			41-50	0	0	0.0	0
7746	<s>Every time the United States has been an one side and they've been on the other side, our position has been sustained.</s>	Yes	120			100+	1	0	0.0	0
3625	<s>I want to double the dividend from $3,500 to $7,000 for every dependent child in America.</s>	No	91			91-100	0	0	0.0	0
2627	<s>When it comes to making college affordable, whether it's two-year or four-year, one of the things that I did as president was we were sending $60 billion to banks and lenders as middlemen for the student loan program, even though the loans were guaranteed.</s>	Yes	258			100+	1	0	0.0	0
34350	<s>I take that very seriously, because I do think it's one of the issues we've got to come to grips with.</s>	No	104			100+	0	0	0.0	0
13752	<s>And if they can't do it, if the Congress can't do it, let them then have to do it across the board.</s>	No	101			100+	0	0	0.0	0
25108	<s>No, Morton, I don't agree to all of those things.</s>	No	51			51-60	0	0	0.0	0
5913	<s>That's what he's done when it comes to, for example, passing the landmark 1994 crime bill, the Violence Against Women's Act.</s>	Yes	126			100+	1	0	0.0	0
967	<s>With decent and affordable healthcare for all working families.</s>	No	63			61-70	0	0	0.0	0
12076	<s>And if I'm elected president, I will do something about that.</s>	No	63			61-70	0	0	0.0	0
12565	<s>We must have a great goal.</s>	No	26			21-30	0	0	0.0	0
13678	<s>Let me remind you it was a Democratic tax increase, and I didn't want to do it</s><s></s><s>and I went along with it.</s>	Yes	106			100+	1	0	0.0	0
22137	<s>See, for 45 years we were preoccupied with the Red Army.</s>	Yes	58			51-60	1	0	0.0	0
9317	<s>But that's not what you've done in the last four years.</s>	No	55			51-60	0	0	0.0	0
13679	<s>And I said I make a mistake.</s>	No	28			21-30	0	0	0.0	0
5538	<s>You were going to put him in a higher tax bracket which was going to increase his taxes, which was going to cause him not to be able to employ people, which Joe was trying to realize the American dream.</s>	No	204			100+	0	0	0.0	0
32209	<s>Look, we are in a situation in our country where if we were to start all over again, we might come up with a different system.</s>	No	128			100+	0	0	0.0	0
12967	<s>That was more than we had offered to all of Africa before from the federal government.</s>	Yes	86			81-90	1	0	0.0	0
17211	<s>And on that basis and that basis alone, we make a decision on every issue.</s>	No	76			71-80	0	0	0.0	0
2912	<s>We've seen - in the past the destruction of elected governments, like in Chile, and the strong support of military dictatorship there.</s>	Yes	136			100+	1	0	0.0	0
6774	<s>What is an article of faith for me is not something that I can legislate on somebody who doesn't share that article of faith.</s>	No	125			100+	0	0	0.0	0
28061	<s>And this particular bill, it allows patients to choose a doctor, their own doctor if they want to.</s>	Yes	100			91-100	1	0	0.0	0
32432	<s>And the reason they blame Russia because they think they're trying to tarnish me with Russia.</s>	No	93			91-100	0	0	0.0	0
29403	<s>She's going to raise taxes $1.3 trillion.</s>	Yes	41			41-50	1	0	0.0	0
1008	<s>I don't think that - America can go on a big spending spree with a whole lot of new programs - that would add significantly to the federal budget.</s>	No	146			100+	0	0	0.0	0
21405	<s>The American people asked me to get into it.</s>	No	44			41-50	0	0	0.0	0
19350	<s>That's why I reach out to the Perot voters.</s>	No	43			41-50	0	0	0.0	0
18292	<s>Some people don't like the fact that I stood up to say no, but I did.</s>	No	71			71-80	0	0	0.0	0
3773	<s>We have to obviously cut spending.</s>	No	34			31-40	0	0	0.0	0
32404	<s>We have never in the history of our country been in a situation where an adversary, a foreign power, is working so hard to influence the outcome of the election.</s>	Yes	163			100+	1	0	0.0	0
18815	<s>We're the leading donor in the world to help the suffering people there.</s>	Yes	72			71-80	1	0	0.0	0
34073	<s>You know, President Obama said the other day when you're whining before the game is even finished...</s><s></s>	No	102			100+	0	0	0.0	0
18597	<s>I reject this notion -- and I'm suggesting my opponent isn't -- I reject the notion that some say that if you're Muslim you can't free, you don't desire freedom.</s>	No	163			100+	0	0	0.0	0
5852	<s>And what is important is making sure that we disagree without being disagreeable.</s>	No	81			81-90	0	0	0.0	0
15359	<s>Obviously, no President wants war, and I certainly do not believe that Governor Reagan, if he were President, would want war, but a President in the Oval Office has to make a judgment on almost a daily basis about how to exercise the enormous power of our country for peace, through diplomacy, or in a careless way in a belligerent attitude which has exemplified his attitudes in the past.</s>	No	391			100+	0	0	0.0	0
10868	<s>We can move forward, and clean up our climate, and develop green technologies, and alternate -- alternative energies for -- for hybrid, for hydrogen, for battery-powered cars, so that we can clean up our environment and at the same time get our economy going by creating millions of jobs.</s>	No	290			100+	0	0	0.0	0
8663	<s>But I want to answer as specifically as I can the question that you have just put to me.</s>	No	88			81-90	0	0	0.0	0
13740	<s>The people who have jobs and educations and opportunities that didn't have them 10 years ago don't think it's irrelevant at all; they think it's highly relevant and they wish the rest of the country had them.</s>	No	208			100+	0	0	0.0	0
22566	<s>So I complain about that.</s>	No	25			21-30	0	0	0.0	0
20997	<s>But it's not good enough.</s>	No	25			21-30	0	0	0.0	0
29165	<s>Of course, we are 5 percent of the world's population; we have to trade with the other 95 percent.</s>	No	100			91-100	0	0	0.0	0
9076	<s>Do you think that our political institutions are working the way they should when literally only half of our citizens vote?</s>	Yes	123			100+	1	0	0.0	0
19490	<s>And this is a safer country.</s>	No	28			21-30	0	0	0.0	0
12572	<s>Mr. Howe, Mr. Vice President.</s>	No	31			31-40	0	0	0.0	0
22145	<s>I'll close on this point.</s>	No	25			21-30	0	0	0.0	0
24987	<s>And I think that perhaps we established a little better understanding.</s>	No	70			61-70	0	0	0.0	0
7695	<s>Everyone who does business with the government should have the opportunity to make sure that they do not practice discrimination in their hiring.</s>	No	145			100+	0	0	0.0	0
33501	<s>I find that just absolutely...</s>	No	30			21-30	0	0	0.0	0
25989	<s>Nobody should smoke, young or old, but particularly young people should not smoke, but my record is there.</s>	No	108			100+	0	0	0.0	0
9280	<s>But what we don't need is to have the president keeping us from taking advantage of oil, coal and gas.</s>	No	104			100+	0	0	0.0	0
17010	<s>We need a president who can go in - who derives his strength from the people.</s>	No	77			71-80	0	0	0.0	0
25611	<s>When you make that judgment, you are deciding not only the future of our nation; in a very profound respect, you're deciding the future of the world.</s>	No	151			100+	0	0	0.0	0
28998	<s>Because the trillion dollars that has been promised to young people has also been promised to older people.</s>	Yes	107			100+	1	0	0.0	0
33268	<s>I have met with women who toward the end of their pregnancy get the worst news one could get, that their health is in jeopardy if they continue to carry to term or that something terrible has happened or just been discovered about the pregnancy.</s>	No	247			100+	0	0	0.0	0
26808	<s>This is the highest honor that I have ever had in my life, to think that somebody from Russell, Kansas, somebody who grew up living in a basement apartment, someone whose parents didn't finish high school, somebody who spent about 39 months in hospitals after World War II, someone who uses a buttonhook every day to get dressed.</s>	No	331			100+	0	0	0.0	0
8178	<s>And I subscribe completely to the spirit that Senator Kennedy has expressed tonight, the spirit that the United States should move ahead.</s>	No	139			100+	0	0	0.0	0
6092	<s>It is not and I just described it...</s><s></s>	No	36			31-40	0	0	0.0	0
20798	<s>Take for example the marriage penalty.</s>	No	38			31-40	0	0	0.0	0
1533	<s>For the last two years, I've been the president, and I have found from experience that it's much more difficult to make those decisions than it is to second-guess them.</s>	No	170			100+	0	0	0.0	0
20106	<s>I said we'd get tougher with child support and child support enforcement's up 50 percent.</s>	Yes	89			81-90	1	0	0.0	0
20822	<s>A charter school run by some people from Teach For America.</s>	No	59			51-60	0	0	0.0	0
18265	<s>The only building that was guarded when the troops when into Baghdad was the oil ministry.</s>	Yes	90			81-90	1	0	0.0	0
4112	<s>This is one of your own advisers.</s>	No	33			31-40	0	0	0.0	0
16191	<s>But I'm not going to do that.</s>	No	29			21-30	0	0	0.0	0
24338	<s>And so, we've got a good military.</s>	No	36			31-40	0	0	0.0	0
30044	<s>We have so many things that we have to do better, Lester, and certainly cyber is one of them.</s>	No	95			91-100	0	0	0.0	0
25432	<s>But when you keep star-warring it -- I never suggested where the weapons should be or what kind; I'm not a scientist.</s>	No	117			100+	0	0	0.0	0
23432	<s>You own your own account.</s>	No	25			21-30	0	0	0.0	0
15043	<s>To involve them in the administration of government and the feeling that they belong to the societal structure that makes decisions in the judiciary and in the executive branch is a very important commitment which I am trying to realize and will continue to do so in the future.</s>	No	278			100+	0	0	0.0	0
28296	<s>It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever.</s>	Yes	276			100+	1	0	0.0	0
25895	<s>But -- and I think the United States can do whatever we reasonably can.</s>	No	71			71-80	0	0	0.0	0
